AccelerationX;AccelerationY;AccelerationZ;AccelerationT;Date;Timestamp;DeviceOrientation
-0.08735520589192552;-0.7585994406396758;-0.5215398147299477;0.03682138669721269;2020-07-16 15:05:00;1594937100.51651;portrait
-0.09463846231321463;-0.780684697289954;-0.5458844209920847;0.10047130029371942;2020-07-16 15:05:00;1594937100.528152;portrait
-0.10222022312921662;-0.79915034538939;-0.5707590936310435;0.06674516593090019;2020-07-16 15:05:00;1594937100.540336;portrait
-0.11123776164459179;-0.8106426877339066;-0.5960762886308237;0.09311843358008787;2020-07-16 15:05:00;1594937100.5477364;portrait
-0.1230283050712965;-0.8122208358698615;-0.6215619789248158;0.08100904925229457;2020-07-16 15:05:00;1594937100.556495;portrait
-0.139067173699039;-0.8016066377187371;-0.6467176764178456;0.056387130117087736;2020-07-16 15:05:00;1594937100.562773;portrait
-0.1608576764082378;-0.7773902551395154;-0.6707895240203646;0.08438531035123731;2020-07-16 15:05:00;1594937100.568232;portrait
-0.1897919748066963;-0.7391776871134412;-0.6927641418197823;0.19443788406730175;2020-07-16 15:05:00;1594937100.574539;portrait
-0.22699290711233774;-0.6876618410166588;-0.7114009982200484;0.1282914652189291;2020-07-16 15:05:00;1594937100.6002538;portrait
-0.2731280918770125;-0.6245911529079626;-0.7253076858440084;0.03980472443430472;2020-07-16 15:05:00;1594937100.639532;portrait
-0.3281949354462515;-0.5526223303563996;-0.7330812245906092;0.07172234477366146;2020-07-16 15:05:00;1594937100.6795568;portrait
-0.3913184597910429;-0.47507795334412417;-0.7335439775531002;0.04709983352270086;2020-07-16 15:05:00;1594937100.7195768;portrait
-0.46063576591414485;-0.39565693739870067;-0.7260492635832784;0.19000205897404143;2020-07-16 15:05:00;1594937100.759444;portrait
-0.5333232811058648;-0.318139972877764;-0.7107545192094065;0.0668552361915431;2020-07-16 15:05:00;1594937100.801128;portrait
-0.6057762035480191;-0.24609603912955627;-0.6887568012780088;0.004193580527328322;2020-07-16 15:05:00;1594937100.8421528;portrait
-0.6739066471024254;-0.18257562676150804;-0.6620568980379585;0.027749214370800246;2020-07-16 15:05:00;1594937100.879663;portrait
-0.7335036577758615;-0.129811148673242;-0.6333718994073478;0.03637981772154575;2020-07-16 15:05:00;1594937100.9222949;portrait
-0.7806138195658435;-0.08899768550727066;-0.6058272900177323;0.2253775132617264;2020-07-16 15:05:00;1594937100.960929;portrait
-0.8119269462671055;-0.06023489212580837;-0.5825712128600152;0.07913203019262482;2020-07-16 15:05:00;1594937101.0018294;portrait
-0.8251329391236938;-0.04265823164377079;-0.5663770305759525;0.028647832747214608;2020-07-16 15:05:00;1594937101.039733;portrait
-0.8191990969988795;-0.034701783610283324;-0.5593119426562372;0.0025959625918403617;2020-07-16 15:05:00;1594937101.079546;portrait
-0.7945445882873846;-0.034392006177177796;-0.5625240244629522;0.03617884107136149;2020-07-16 15:05:00;1594937101.1219552;portrait
