AccelerationX;AccelerationY;AccelerationZ;AccelerationT;Date;Timestamp;DeviceOrientation
0.10684774054078262;-0.3529463169513418;-0.9417773001291045;0.03326849215952165;2020-07-15 15:10:57;1594851057.556418;portrait
0.11838709074404563;-0.33930446315141705;-0.9346538600435834;0.038641714946230366;2020-07-15 15:10:57;1594851057.56635;portrait
0.13086800120448402;-0.3238453575825224;-0.9283740552265404;0.02819597214624991;2020-07-15 15:10:57;1594851057.576342;portrait
0.14380456358270186;-0.30646278570990826;-0.922713198573362;0.019469352084570346;2020-07-15 15:10:57;1594851057.5805;portrait
0.15632704408680007;-0.2871185791566431;-0.9175049515708676;0.01950824632870507;2020-07-15 15:10:57;1594851057.594418;portrait
0.16713985992102018;-0.265862076904807;-0.912634661076774;0.02583093337064213;2020-07-15 15:10:57;1594851057.6078;portrait
0.17452773827434423;-0.2428959339041945;-0.9079954260957073;0.017277745519095333;2020-07-15 15:10:57;1594851057.647949;portrait
0.1764224738962009;-0.2186835475110747;-0.9034200355120567;0.022719165427176335;2020-07-15 15:10:57;1594851057.689882;portrait
0.1705350886506174;-0.194084850608048;-0.8986030871923296;0.04466639531806038;2020-07-15 15:10:57;1594851057.728767;portrait
0.15454737800016355;-0.1704962883141043;-0.8930240894006828;0.09842888570759101;2020-07-15 15:10:57;1594851057.7685812;portrait
0.12633882529730545;-0.14994517477533523;-0.8858796155327125;0.04566731211630781;2020-07-15 15:10:57;1594851057.80917;portrait
0.08420902523951466;-0.13506254385358019;-0.8760371621557419;0.059365856565875674;2020-07-15 15:10:57;1594851057.8489869;portrait
0.02705411034219371;-0.12886582113598566;-0.8620417170829899;0.009442801957504798;2020-07-15 15:10:57;1594851057.8894172;portrait
-0.04553426883734887;-0.1343386245350677;-0.8422209316443522;0.0008623043804334429;2020-07-15 15:10:57;1594851057.929086;portrait
-0.1332601105970574;-0.1538838002828029;-0.8149045867730961;0.012783553757614639;2020-07-15 15:10:57;1594851057.968826;portrait
-0.235187782004843;-0.1887926829258129;-0.77871337077118;0.018044565943625912;2020-07-15 15:10:57;1594851058.008576;portrait
-0.34983791549193477;-0.2388650022950538;-0.7328533340089132;0.042941358277857944;2020-07-15 15:10:57;1594851058.0469651;portrait
-0.4752701957301959;-0.30224397870745867;-0.6773710215322546;0.12583294821997268;2020-07-15 15:10:57;1594851058.087507;portrait
-0.6091266755458585;-0.3754594122044611;-0.6133098347338661;0.05955273118875226;2020-07-15 15:10:57;1594851058.1270108;portrait
-0.7486206443225228;-0.45364474467806587;-0.5426867284340996;0.16639814284503984;2020-07-15 15:10:57;1594851058.168779;portrait
-0.8904488965163191;-0.5309061841573609;-0.46826267188068177;0.21908490250915236;2020-07-15 15:10:57;1594851058.206696;portrait
-1.0306177497688624;-0.6008138546863937;-0.39317639934938836;0.08936558677223871;2020-07-15 15:10:57;1594851058.246613;portrait
-1.16425120305789;-0.6569539338377164;-0.320545259679657;0.04024138876329175;2020-07-15 15:10:57;1594851058.28646;portrait
-1.285539606455944;-0.6935021851536579;-0.2531046527377748;0.05688974656333556;2020-07-15 15:10:57;1594851058.326838;portrait
-1.3879764175401246;-0.7058301187281323;-0.19293070706039747;0.17188442012275118;2020-07-15 15:10:57;1594851058.3663714;portrait
-1.4649196773354707;-0.6911214948022554;-0.14128245113977028;0.08915281364938465;2020-07-15 15:10:57;1594851058.406358;portrait
-1.5104055477856255;-0.6488735482792852;-0.09857297974707883;0.2568946233418856;2020-07-15 15:10:57;1594851058.446336;portrait
-1.5200837166869563;-0.5811128919310411;-0.06444072552314106;0.12322608496894105;2020-07-15 15:10:57;1594851058.48963;portrait
-1.4921166791888962;-0.49223071574969207;-0.0378716699283935;0.14604995917333952;2020-07-15 15:10:57;1594851058.530604;portrait
-1.4278711519881155;-0.38848334048232214;-0.017321043893603186;0.03303429160642679;2020-07-15 15:10:57;1594851058.565651;portrait
-1.3322457394824239;-0.27730712907293315;-0.0007958355804975568;0.08507608163465363;2020-07-15 15:10:57;1594851058.606781;portrait
-1.2135231472517267;-0.16659782277296678;0.0140992140423974;0.01797972518174973;2020-07-15 15:10:57;1594851058.645561;portrait
-1.0826924670159384;-0.06404233490272433;0.030091623604053437;0.010226465481196101;2020-07-15 15:10:57;1594851058.685458;portrait
-0.9522773103850664;0.023460775896129566;0.05006742805461016;0.0037097357339312964;2020-07-15 15:10:57;1594851058.725982;portrait
-0.834827569576766;0.09027443717850467;0.07676324509651347;0.006268528076539326;2020-07-15 15:10:57;1594851058.765548;portrait
-0.7413226887134737;0.13237079831188156;0.1123703070864576;0.002915582882927481;2020-07-15 15:10:57;1594851058.805414;portrait
-0.6797533109305995;0.14752935142330065;0.15814421660899924;0.0004651595754801008;2020-07-15 15:10:57;1594851058.845283;portrait
-0.6541155018930322;0.13537087332974376;0.21411594997404013;0.0007060411043653403;2020-07-15 15:10:57;1594851058.8850954;portrait
-0.663995562130249;0.09724218653123679;0.2789692226309074;0.0010741610071818286;2020-07-15 15:10:57;1594851058.9253402;portrait
-0.7048578656011152;0.03599178303860756;0.35011193432629945;0.005004823114106216;2020-07-15 15:10:57;1594851058.964818;portrait
-0.7690578344980504;-0.04432714280213659;0.4239428299943723;0.05305996871911134;2020-07-15 15:10:57;1594851059.004936;portrait
-0.8474404589029887;-0.1388143542507666;0.49629259777081924;0.31893295044085335;2020-07-15 15:10:57;1594851059.044873;portrait
-0.9311551454439597;-0.24213179883440475;0.5629837393668472;1.6715154367672225;2020-07-15 15:10:57;1594851059.085912;portrait
-1.0131563051646213;-0.34890285478506183;0.6203991560957381;0.8136660253105389;2020-07-15 15:10:57;1594851059.125051;portrait
-1.0889433313382524;-0.4539888046247322;0.6659050163448155;0.4338155678274873;2020-07-15 15:10:57;1594851059.1645222;portrait
-1.156421507222226;-0.5525750374657167;0.6980038935831895;0.30299649703263754;2020-07-15 15:10:57;1594851059.204298;portrait
-1.2151124250206102;-0.6401182319850811;0.7162085988920784;0.1943797654010737;2020-07-15 15:10:57;1594851059.2443528;portrait
-1.265103836506704;-0.7122814435910214;0.7207370128366382;0.15451059168525205;2020-07-15 15:10:57;1594851059.2842832;portrait
-1.3061056087713185;-0.764973054674643;0.7121687639363671;0.18268869154978162;2020-07-15 15:10:57;1594851059.324424;portrait
-1.3368672670655428;-0.7945490991038581;0.6911931034109224;0.7710275848049619;2020-07-15 15:10:57;1594851059.3642;portrait
-1.355056799350867;-0.7981670389171595;0.6585293653634586;0.7722170341061485;2020-07-15 15:10:57;1594851059.4042099;portrait
-1.3575456649196325;-0.774208515888431;0.6150209291461295;0.577871786897532;2020-07-15 15:10:57;1594851059.444099;portrait
-1.3409911449085128;-0.7226550526015448;0.561834856581362;0.7427371153703533;2020-07-15 15:10:57;1594851059.4838374;portrait
