MeanX,MeanY,MeanZ,MeanT,StdX,StdY,StdZ,StdT,MinX,MinY,MinZ,MinT,MaxX,MaxY,MaxZ,MaxT,Fall
-0.2080600979062715,0.3079004079349413,-0.7599027351268073,0.2956894918407675,0.3460707568014328,0.31016734474853136,0.4866889121617916,1.2319306421671417,-0.8309264062019411,-0.05078173310239165,-1.5450737536851542,1.3832284651016378e-08,0.2489386337458581,0.8033923893182752,0.19434639005564575,10.66289650711299,1
-0.2021893474531958,0.2268541185340843,-0.5170061653375112,0.6605172594370914,0.43281842415130056,0.4860540502968312,0.33885481802440076,3.980656523391925,-0.9049945358256708,-0.6070449595147237,-1.105486707022365,8.559676459185539e-06,0.7192472584486514,1.0222189572385096,0.08129097430233681,34.536802641470835,1
-0.2641774851918251,0.2582460591569108,-0.06567595212701104,0.37658959148947674,0.43242067470255235,0.48610214642153576,0.7066728328433778,1.5104724381363641,-1.2197417244455249,-0.6575086458050671,-1.0505906797881797,1.407494715977009e-05,0.19067493354152715,0.9960660179587252,1.2198869927274198,12.67613101497542,1
-0.18707657801812055,0.46378563284376884,-0.5447260722138799,6.523130699028964,0.5287935651784813,0.5372296656373876,0.5204478573415405,54.868364404108206,-1.3046492424041982,-0.4143421869699769,-1.287813919388834,3.86269817909124e-07,0.7605671214798772,1.1385653425931357,0.3262980654495311,475.35132854061806,1
-0.14471704313203973,0.35048972365576775,-0.6802889970086047,4.202274843480443,0.48875773796558225,0.5485683260383623,0.4392068490741534,34.41210449386792,-0.9753753409666436,-0.5401384714677473,-1.3501168245135575,4.722622293229506e-09,0.8349019658554185,1.1682182866309592,0.0528806571422138,298.21622934889666,1
-0.2508155817301745,0.2931159537835668,-0.6445212751883694,0.39829454202258785,0.38875966367283044,0.49073768793176414,0.4188600910758464,1.22747037996768,-0.985817271943925,-0.5946950404950683,-1.277677346380066,7.300322330650032e-06,0.24367435847243654,0.9209821655053038,0.16716255202885408,10.10742122276696,1
-0.47310986171768604,0.3489829207006438,-0.6428149634189569,4.678164437951885,0.3379948370202617,0.5070191178232782,0.470184241980113,38.62556150783552,-1.2009944112723607,-0.2504869625191372,-1.370568784576622,3.927068590314775e-07,0.018847213778458487,1.2132488610066754,0.3432521323655409,334.71176353750997,1
-0.3797970546872719,0.2656320692952084,-0.6416364718347313,3.371432474339344,0.3092657792651178,0.518400172497481,0.454939527855113,27.032266835916406,-0.9207842607954932,-0.4054555708749102,-1.4933185498130557,6.307964667939814e-06,0.17352596371887555,1.1348674174125837,0.1137609351986525,234.32000451692863,1
-0.38509707084234995,0.5220249133860136,-0.49529824442655157,4.252315240055594,0.531970469004091,0.5282789939649812,0.4989317215154178,33.8405440489478,-1.3505582377911698,-0.2780131027760792,-1.0736321938538171,3.1374224818137013e-06,0.5228828840320402,1.2175145525370892,0.6251088058006344,293.38178179633616,1
-0.2670950317179506,0.15768574760613563,0.11919903213796915,0.46665290568592827,0.5373611422156497,0.5084592651219896,0.7557447369649736,2.748691330419633,-1.3663014486944427,-0.5409497057819918,-0.7317614026004413,1.171867531013504e-05,0.40171520958639984,1.1705482358447574,1.1537333452977052,23.84103062600025,1
-0.4327793762807988,0.527104552220897,0.18395554784503793,0.5690153601982796,0.6768543916880315,0.5689010394672772,0.5560541514201752,1.6193728080680279,-1.842824600685276,-0.18572195397333224,-0.7634508360761572,4.311144550683821e-06,0.4688788578031399,1.410398039468286,1.2002274256885592,11.814247749695582,1
-0.2942394230189515,0.402784353233645,-0.40059238887630677,5.811117661522583,0.4254828276245032,0.4888417947116567,0.4233296859786921,46.9274649818094,-1.0698869884206352,-0.3182631892645165,-1.3349519818732571,5.30777821694528e-07,0.3548042442605277,1.198825489747996,0.23785604402050295,406.72294136783614,1
-0.5513397267462522,0.3754049298300588,-0.4082360041730522,1.132037917519401,0.40399792545277335,0.6832673727466332,0.38545351652864085,7.524527212969621,-1.2874433164088837,-0.4207734198493934,-0.8998156766643821,6.182507718222041e-06,0.1122938225944273,1.6506117076893583,0.20700730371293102,65.27600178277997,1
-0.3225475351821477,0.4913118348996387,-0.587888696537387,0.3972358908440439,0.33809949368221687,0.5901880787020757,0.48688486068734904,1.1189242118025151,-1.017453504102912,-0.17329042240544248,-1.24016078611356,5.844057724857521e-06,0.18229508420485424,1.3407974450029272,0.44432037428694615,8.378109262782445,1
-0.061668114653107176,0.047765526634634445,-0.8140797645107392,2.621629776503122,0.2802177678462148,0.39523418895967377,0.47664434877131845,21.974631442359136,-0.6707700389922846,-0.4771785158022682,-1.590754154190325,1.9544062084264624e-06,0.4642831360659002,0.7572065085820124,0.23533255347628976,190.3839335427773,1
-0.6816605182734976,-0.26373414638811976,-0.32238890732222897,3.373665703093939,0.39162370502086413,0.2882156115093846,0.5836860818727428,26.969856684124522,-1.1566614834254056,-0.7835117020852184,-1.3703573055497618,1.7112097339122556e-07,-0.06966858022889219,0.4177843974476971,0.28221339836388,233.57483991019302,1
-0.6006805092145441,-0.32501166268278764,-0.3017690661075974,0.48115927915835016,0.5474104915739998,0.23852754031687787,0.6000160624888399,3.2663788999134487,-1.3861596678943937,-0.8859709181864676,-1.3112744688337636,2.382678836454488e-06,0.13833459172519014,0.04305241787350197,0.3803510353936289,28.284474141742066,1
-1.1816933912074261,-0.3142673129806918,-0.055157093455188606,0.43101715675233987,0.23245598868632883,0.3958954729807197,0.22426429796102418,1.1262706557175133,-1.6128346454933833,-0.9422982742244168,-0.5911078093866676,9.412584716983474e-05,-0.7534894239463079,0.3626490193045578,0.2416119947143434,7.569343997203701,1
-0.6612118457500842,-0.0636173501212532,-0.4004005852433386,0.5624432372838654,0.5147600904445319,0.2328340046189833,0.6311477518852924,4.041754471554398,-1.338107086574489,-0.4967497114660096,-1.5692481068369084,4.432564537637518e-07,0.08490099872966955,0.3608438398406057,0.2659862989759906,35.03463993921333,1
-0.6151789461197062,-0.24145497731930257,-0.3167490839153064,2.4001134964191655,0.5673401210488259,0.2989373419403337,0.5336061587434546,17.84539322213047,-1.4217601671828952,-0.685773139026776,-1.1732953737385414,1.920816572464901e-06,0.08509009617268735,0.3349048901152445,0.31241526958156474,153.34764201197123,1
-0.48087860426422396,-0.22148991973157303,-0.37700489189228525,0.926108059917492,0.6994538986006574,0.24989874850923027,0.5988940144042407,7.0633665425837515,-1.4136195976510972,-0.7082443075589043,-1.3080644769574143,5.193066243691646e-06,0.7106763332202111,0.16375528893555233,0.4089575286526592,61.246900035572885,1
-0.48946170317499443,-0.22945645789560526,-0.3968853457442011,0.703491351709519,0.7270326313247079,0.25376571581905655,0.5316866844082666,4.692129994452059,-1.4197991159515848,-0.6831987424402216,-1.4633675665828438,2.7625251419749475e-06,0.5529812103958769,0.20088553704835946,0.2590611165682393,40.32894702131985,1
