Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2020-08-08 16:55:33;1596930933.5923681;faceUp;-0.4814910888671875;0.755279541015625;-0.3679962158203125;
2020-08-08 16:55:33;1596930933.605214;faceUp;-0.5239105224609375;0.7643280029296875;-0.33746337890625;
2020-08-08 16:55:33;1596930933.609029;faceUp;-0.4707794189453125;0.7980194091796875;-0.3725128173828125;
2020-08-08 16:55:33;1596930933.6239371;faceUp;-0.4817047119140625;0.7994232177734375;-0.4156494140625;
2020-08-08 16:55:33;1596930933.62819;faceUp;-0.471435546875;0.7779388427734375;-0.341827392578125;
2020-08-08 16:55:33;1596930933.6441221;faceUp;-0.487060546875;0.7822723388671875;-0.3966064453125;
2020-08-08 16:55:33;1596930933.6864;faceUp;-0.5181121826171875;0.786651611328125;-0.3893585205078125;
2020-08-08 16:55:33;1596930933.7289019;faceUp;-0.4944305419921875;0.777801513671875;-0.3283843994140625;
2020-08-08 16:55:33;1596930933.76888;faceUp;-0.468048095703125;0.7808837890625;-0.3979949951171875;
2020-08-08 16:55:33;1596930933.806849;faceUp;-0.4431915283203125;0.79022216796875;-0.408721923828125;
2020-08-08 16:55:33;1596930933.845909;faceUp;-0.4808502197265625;0.7901763916015625;-0.3512420654296875;
2020-08-08 16:55:33;1596930933.89072;faceUp;-0.4906768798828125;0.77728271484375;-0.3824005126953125;
2020-08-08 16:55:33;1596930933.931343;faceUp;-0.4619140625;0.78619384765625;-0.3748321533203125;
2020-08-08 16:55:33;1596930933.971206;faceUp;-0.471221923828125;0.7918243408203125;-0.3467864990234375;
2020-08-08 16:55:33;1596930934.011231;faceUp;-0.4592742919921875;0.786163330078125;-0.356903076171875;
2020-08-08 16:55:33;1596930934.050414;faceUp;-0.48260498046875;0.7771148681640625;-0.38397216796875;
2020-08-08 16:55:33;1596930934.091621;faceUp;-0.4896240234375;0.786285400390625;-0.367156982421875;
2020-08-08 16:55:33;1596930934.1311622;faceUp;-0.456451416015625;0.7915802001953125;-0.3561553955078125;
2020-08-08 16:55:33;1596930934.171629;faceUp;-0.4948883056640625;0.7452239990234375;-0.32281494140625;
2020-08-08 16:55:33;1596930934.209053;faceUp;-0.5417022705078125;0.74761962890625;-0.32122802734375;
2020-08-08 16:55:33;1596930934.246474;faceUp;-0.5305023193359375;0.785675048828125;-0.4093017578125;
2020-08-08 16:55:33;1596930934.29102;faceUp;-0.5037994384765625;0.762847900390625;-0.390106201171875;
2020-08-08 16:55:33;1596930934.330662;faceUp;-0.4694366455078125;0.767059326171875;-0.287109375;
2020-08-08 16:55:33;1596930934.371578;faceUp;-0.5660400390625;0.79754638671875;-0.367462158203125;
2020-08-08 16:55:33;1596930934.4114199;faceUp;-0.5899200439453125;0.68695068359375;-0.3901824951171875;
2020-08-08 16:55:33;1596930934.4514241;faceUp;-0.5596771240234375;0.6385498046875;-0.3627166748046875;
2020-08-08 16:55:33;1596930934.4927711;faceUp;-0.6331939697265625;0.720703125;-0.339447021484375;
2020-08-08 16:55:33;1596930934.5287352;faceUp;-0.700775146484375;0.691925048828125;-0.2384490966796875;
2020-08-08 16:55:33;1596930934.567936;faceUp;-0.6109619140625;0.658233642578125;-0.3080291748046875;
2020-08-08 16:55:33;1596930934.6092439;faceUp;-0.573944091796875;0.674896240234375;-0.4318389892578125;
2020-08-08 16:55:33;1596930934.650763;faceUp;-0.6075897216796875;0.7136383056640625;-0.302276611328125;
2020-08-08 16:55:33;1596930934.692184;faceUp;-0.6909027099609375;0.68585205078125;-0.24725341796875;
2020-08-08 16:55:33;1596930934.731247;faceUp;-0.655731201171875;0.7289886474609375;-0.223541259765625;
2020-08-08 16:55:33;1596930934.771208;faceUp;-0.6960906982421875;0.7848052978515625;-0.264190673828125;
