Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2020-08-08 16:58:00;1596931080.550856;faceUp;-0.3731842041015625;0.761383056640625;-0.4830474853515625;
2020-08-08 16:58:00;1596931080.558207;faceUp;-0.442047119140625;0.741607666015625;-0.435455322265625;
2020-08-08 16:58:00;1596931080.564327;faceUp;-0.4598236083984375;0.7740936279296875;-0.498504638671875;
2020-08-08 16:58:00;1596931080.5672312;faceUp;-0.4046173095703125;0.7514190673828125;-0.461456298828125;
2020-08-08 16:58:00;1596931080.580134;faceUp;-0.388519287109375;0.7572174072265625;-0.4442596435546875;
2020-08-08 16:58:00;1596931080.59452;faceUp;-0.3699798583984375;0.762542724609375;-0.534149169921875;
2020-08-08 16:58:00;1596931080.63888;faceUp;-0.4540557861328125;0.778076171875;-0.511383056640625;
2020-08-08 16:58:00;1596931080.680166;faceUp;-0.429718017578125;0.7540740966796875;-0.412689208984375;
2020-08-08 16:58:00;1596931080.720578;faceUp;-0.401214599609375;0.7536468505859375;-0.443756103515625;
2020-08-08 16:58:00;1596931080.761461;faceUp;-0.365020751953125;0.7939605712890625;-0.4927215576171875;
2020-08-08 16:58:00;1596931080.802246;faceUp;-0.401763916015625;0.7722625732421875;-0.4794921875;
2020-08-08 16:58:00;1596931080.841;faceUp;-0.4050140380859375;0.7693328857421875;-0.4717559814453125;
2020-08-08 16:58:00;1596931080.882708;faceUp;-0.4210357666015625;0.7796478271484375;-0.514373779296875;
2020-08-08 16:58:00;1596931080.921986;faceUp;-0.42474365234375;0.75897216796875;-0.4312286376953125;
2020-08-08 16:58:00;1596931080.962298;faceUp;-0.41546630859375;0.7695770263671875;-0.514404296875;
2020-08-08 16:58:00;1596931081.001828;faceUp;-0.419708251953125;0.811126708984375;-0.49847412109375;
2020-08-08 16:58:00;1596931081.040934;faceUp;-0.40863037109375;0.74725341796875;-0.4453125;
2020-08-08 16:58:00;1596931081.0838861;faceUp;-0.4436798095703125;0.6986236572265625;-0.43707275390625;
2020-08-08 16:58:00;1596931081.1214209;faceUp;-0.4677581787109375;0.7275238037109375;-0.4757232666015625;
2020-08-08 16:58:00;1596931081.16166;faceUp;-0.498046875;0.7234954833984375;-0.463287353515625;
2020-08-08 16:58:00;1596931081.2010741;faceUp;-0.4996490478515625;0.6860504150390625;-0.491851806640625;
2020-08-08 16:58:00;1596931081.2401571;faceUp;-0.477752685546875;0.7009735107421875;-0.449127197265625;
2020-08-08 16:58:00;1596931081.281388;faceUp;-0.4964141845703125;0.737030029296875;-0.5069427490234375;
2020-08-08 16:58:00;1596931081.32197;faceUp;-0.4739227294921875;0.6804046630859375;-0.4477996826171875;
2020-08-08 16:58:00;1596931081.360904;faceUp;-0.549102783203125;0.607025146484375;-0.3317108154296875;
2020-08-08 16:58:00;1596931081.4005198;faceUp;-0.5530242919921875;0.600006103515625;-0.4845428466796875;
2020-08-08 16:58:00;1596931081.4402251;faceUp;-0.5192718505859375;0.633697509765625;-0.584075927734375;
2020-08-08 16:58:00;1596931081.4785662;faceUp;-0.506561279296875;0.6693572998046875;-0.599517822265625;
2020-08-08 16:58:00;1596931081.5207028;faceUp;-0.60321044921875;0.684112548828125;-0.48394775390625;
2020-08-08 16:58:00;1596931081.562118;faceUp;-0.68609619140625;0.6965179443359375;-0.493072509765625;
2020-08-08 16:58:00;1596931081.602551;faceUp;-0.6405181884765625;0.705230712890625;-0.6671295166015625;
2020-08-08 16:58:00;1596931081.642031;faceUp;-0.5961151123046875;0.7070770263671875;-0.494720458984375;
2020-08-08 16:58:00;1596931081.682674;faceUp;-0.48974609375;0.7197113037109375;-0.34844970703125;
2020-08-08 16:58:00;1596931081.7204509;faceUp;-0.59124755859375;0.93292236328125;-0.4185943603515625;
2020-08-08 16:58:00;1596931081.761825;faceUp;-0.6680908203125;0.7481689453125;-0.4723968505859375;
2020-08-08 16:58:00;1596931081.801406;faceUp;-0.6228485107421875;0.6747894287109375;-0.265716552734375;
2020-08-08 16:58:00;1596931081.841655;faceUp;-0.4422454833984375;0.849945068359375;-0.1328125;
2020-08-08 16:58:00;1596931081.8823829;faceUp;-0.408050537109375;0.868743896484375;-0.3281707763671875;
2020-08-08 16:58:00;1596931081.921437;faceUp;-0.3906402587890625;0.757080078125;-0.2778472900390625;
2020-08-08 16:58:00;1596931081.962928;faceUp;-0.3688201904296875;0.7397308349609375;-0.0330047607421875;
2020-08-08 16:58:00;1596931082.0015202;faceUp;-0.4352264404296875;0.80889892578125;0.0324859619140625;
2020-08-08 16:58:00;1596931082.041607;faceUp;-0.4583282470703125;0.837799072265625;-0.0662841796875;
2020-08-08 16:58:00;1596931082.080999;faceUp;-0.41815185546875;0.8946990966796875;-0.12762451171875;
2020-08-08 16:58:00;1596931082.120127;faceUp;-0.6173553466796875;1.01953125;-0.131378173828125;
2020-08-08 16:58:00;1596931082.163641;portraitUpsideDown;-0.755828857421875;1.1230926513671875;-0.1914825439453125;
2020-08-08 16:58:00;1596931082.200866;portraitUpsideDown;-0.846435546875;1.0677490234375;-0.1743316650390625;
2020-08-08 16:58:00;1596931082.2411652;portraitUpsideDown;-0.63165283203125;0.827392578125;-0.1684417724609375;
2020-08-08 16:58:00;1596931082.28111;portraitUpsideDown;-0.56280517578125;0.526824951171875;-0.171905517578125;
2020-08-08 16:58:00;1596931082.3204222;portraitUpsideDown;-0.6071319580078125;0.6502227783203125;0.00872802734375;
2020-08-08 16:58:00;1596931082.360818;portraitUpsideDown;-0.5205230712890625;0.89007568359375;-0.19610595703125;
2020-08-08 16:58:00;1596931082.400105;portraitUpsideDown;-0.52850341796875;0.78955078125;-0.2579345703125;
