Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2020-08-08 17:03:32;1596931412.838753;portraitUpsideDown;-0.3431243896484375;0.8138885498046875;-0.4698944091796875;
2020-08-08 17:03:32;1596931412.8505101;portraitUpsideDown;-0.3529815673828125;0.74407958984375;-0.306427001953125;
2020-08-08 17:03:32;1596931412.8568192;portraitUpsideDown;-0.439544677734375;0.7899017333984375;-0.5049591064453125;
2020-08-08 17:03:32;1596931412.874136;portraitUpsideDown;-0.402374267578125;0.8058929443359375;-0.4958953857421875;
2020-08-08 17:03:32;1596931412.8760939;portraitUpsideDown;-0.333770751953125;0.788543701171875;-0.427764892578125;
2020-08-08 17:03:32;1596931412.88622;portraitUpsideDown;-0.329559326171875;0.830963134765625;-0.5085906982421875;
2020-08-08 17:03:32;1596931412.911614;portraitUpsideDown;-0.331451416015625;0.8103790283203125;-0.4869384765625;
2020-08-08 17:03:32;1596931412.9515328;portraitUpsideDown;-0.3526153564453125;0.791229248046875;-0.43707275390625;
2020-08-08 17:03:32;1596931412.991714;portraitUpsideDown;-0.3634185791015625;0.790069580078125;-0.42138671875;
2020-08-08 17:03:32;1596931413.031958;portraitUpsideDown;-0.357421875;0.8087921142578125;-0.4716339111328125;
2020-08-08 17:03:32;1596931413.071809;portraitUpsideDown;-0.332000732421875;0.8043212890625;-0.473541259765625;
2020-08-08 17:03:32;1596931413.111701;portraitUpsideDown;-0.3110504150390625;0.8113250732421875;-0.5001678466796875;
2020-08-08 17:03:32;1596931413.1521502;portraitUpsideDown;-0.3365020751953125;0.79833984375;-0.44683837890625;
2020-08-08 17:03:32;1596931413.1918669;portraitUpsideDown;-0.371612548828125;0.7959747314453125;-0.4528045654296875;
2020-08-08 17:03:32;1596931413.232187;portraitUpsideDown;-0.3572540283203125;0.802032470703125;-0.4409637451171875;
2020-08-08 17:03:32;1596931413.271954;portraitUpsideDown;-0.31695556640625;0.7923431396484375;-0.462249755859375;
2020-08-08 17:03:32;1596931413.311956;portraitUpsideDown;-0.304473876953125;0.7998199462890625;-0.4804534912109375;
2020-08-08 17:03:32;1596931413.352207;portraitUpsideDown;-0.33453369140625;0.7901153564453125;-0.5133056640625;
2020-08-08 17:03:32;1596931413.3920112;portraitUpsideDown;-0.330841064453125;0.7572479248046875;-0.48114013671875;
2020-08-08 17:03:32;1596931413.432014;portraitUpsideDown;-0.372314453125;0.7624053955078125;-0.56243896484375;
2020-08-08 17:03:32;1596931413.472055;portraitUpsideDown;-0.3575897216796875;0.74188232421875;-0.53662109375;
2020-08-08 17:03:32;1596931413.512083;portraitUpsideDown;-0.3597564697265625;0.7079925537109375;-0.6168975830078125;
2020-08-08 17:03:32;1596931413.5521278;portraitUpsideDown;-0.3661956787109375;0.78143310546875;-0.6906585693359375;
2020-08-08 17:03:32;1596931413.592136;portraitUpsideDown;-0.3142547607421875;0.76165771484375;-0.4824371337890625;
2020-08-08 17:03:32;1596931413.63238;portraitUpsideDown;-0.311065673828125;0.753631591796875;-0.3847808837890625;
2020-08-08 17:03:32;1596931413.672198;portraitUpsideDown;-0.326324462890625;0.843109130859375;-0.5438232421875;
2020-08-08 17:03:32;1596931413.712292;portraitUpsideDown;-0.2819976806640625;0.825439453125;-0.61212158203125;
2020-08-08 17:03:32;1596931413.752151;portraitUpsideDown;-0.326934814453125;0.7883148193359375;-0.493621826171875;
2020-08-08 17:03:32;1596931413.79233;portraitUpsideDown;-0.3601837158203125;0.7971954345703125;-0.4451141357421875;
2020-08-08 17:03:32;1596931413.832258;portraitUpsideDown;-0.3593902587890625;0.8550567626953125;-0.3404541015625;
2020-08-08 17:03:32;1596931413.8727489;portraitUpsideDown;-0.3548736572265625;0.86566162109375;-0.3511962890625;
2020-08-08 17:03:32;1596931413.91224;portraitUpsideDown;-0.3551177978515625;0.8927764892578125;-0.426361083984375;
2020-08-08 17:03:32;1596931413.952419;portraitUpsideDown;-0.46246337890625;0.90252685546875;-0.3886260986328125;
2020-08-08 17:03:32;1596931413.992409;portraitUpsideDown;-0.5187225341796875;0.914154052734375;-0.2717742919921875;
2020-08-08 17:03:32;1596931414.032442;portraitUpsideDown;-0.4198150634765625;0.8861236572265625;-0.28814697265625;
2020-08-08 17:03:32;1596931414.072818;portraitUpsideDown;-0.4286346435546875;0.86260986328125;-0.3175048828125;
